date,precipitation_sum_mm,wind_speed_max_kmh,port
2022-10-27,0.1,9.1,Haldia
2022-10-28,0.0,10.2,Haldia
2022-10-29,0.0,11.6,Haldia
2022-10-30,0.0,10.8,Haldia
2022-10-31,0.0,11.0,Haldia
2022-11-01,0.0,10.0,Haldia
2022-11-02,0.0,12.1,Haldia
2022-11-03,0.0,9.8,Haldia
2022-11-04,0.0,10.3,Haldia
2022-11-05,0.0,10.1,Haldia
2022-11-06,0.0,9.0,Haldia
2022-11-07,0.0,7.7,Haldia
2022-11-08,0.0,7.6,Haldia
2022-11-09,0.0,10.5,Haldia
2022-11-10,0.0,11.2,Haldia
2022-11-11,0.0,9.0,Haldia
2022-11-12,0.0,11.5,Haldia
2022-11-13,0.0,11.6,Haldia
2022-11-14,0.0,13.7,Haldia
2022-11-15,0.0,11.9,Haldia
2022-11-16,0.0,11.5,Haldia
2022-11-17,0.0,14.8,Haldia
2022-11-18,0.0,19.1,Haldia
2022-11-19,0.0,17.3,Haldia
2022-11-20,0.0,14.1,Haldia
2022-11-21,0.0,13.3,Haldia
2022-11-22,0.0,11.4,Haldia
2022-11-23,0.0,13.8,Haldia
2022-11-24,0.0,15.2,Haldia
